Experiment,T,t (min),mu0,mu1,mu2,mu3,C
7,30.01,33.9667,82542.980,1578191.900,51217522.840,2669411689.380,0.134487
7,29.85,35.2167,86531.240,1320832.920,59101767.030,2956468996.140,0.133458
7,29.86,36.4833,81493.870,1424992.970,60261622.170,2915060818.370,0.133239
7,30.16,37.7333,94232.500,1603352.050,63565552.630,2970770835.040,0.132661
7,29.99,39,92926.450,1706906.520,62060431.480,3136633904.170,0.133699
7,30.14,40.2667,91142.950,1495699.210,57990763.830,2829238350.010,0.132759
7,30,41.5333,104680.780,1676317.620,61107256.880,2987929683.280,0.132225
7,30.16,42.7833,113305.970,1535586.680,61727850.520,3024023499.910,0.132900
7,29.86,44.05,105745.410,1556492.050,57409187.700,2940575884.310,0.132372
7,29.85,45.3167,109088.240,1662078.310,63113405.700,3352650543.510,0.132235
7,29.86,46.5833,124180.650,1600363.820,66332422.390,3142866177.860,0.132503
7,29.99,47.8333,121444.920,1703909.520,59198122.690,3175396773.770,0.131602
7,30.16,49.1,130533.910,1633290.510,67379395.950,3072782336.370,0.131914
7,30.15,50.3667,133318.710,1645555.130,70366811.810,2964100705.720,0.131844
7,30,51.6333,129724.390,1746277.500,60305831.710,3374272612.650,0.130978
7,29.86,52.9,119401.610,1850798.280,71283094.400,3008754079.130,0.132077
7,29.85,54.1667,135674.760,1690873.330,61154694.270,3165276906.520,0.132382
7,30.16,55.4333,145208.170,1792782.450,69493687.110,3184304825.440,0.131921
7,30.15,56.6833,133530.940,1802385.600,72443185.110,3331537892.490,0.130690
7,30.15,57.95,142800.420,1992866.120,67322009.070,3345428105.630,0.131432
7,29.86,59.2333,159932.320,1641902.130,67651590.370,3364090645.440,0.132158
7,30.16,60.5167,147828.220,1927269.200,67939813.590,3515599379.720,0.130922
7,30.15,61.7833,149900.390,1751338.400,73596431.800,3120601000.380,0.131671
7,30.15,63.0667,159559.090,1943945.810,68343671.210,3675416591.620,0.130846
7,29.84,64.3667,154391.710,1676266.650,65878117.530,3692399682.690,0.131188
7,29.85,65.65,172720.380,1782044.000,66195718.750,3437473649.150,0.131519
7,30,66.9333,159395.960,1698008.570,66451805.270,3590526713.740,0.131469
7,30,68.2166,177727.630,1895679.290,69439916.400,3464700479.600,0.131821
8,29.97,5,22829.790,182678.060,2718858.110,127359809.630,0.142244
8,29.98,6.25,23005.620,214221.710,3875803.940,139823198.790,0.139348
8,29.97,7.516667,21024.470,323214.650,5141716.800,173176427.340,0.141348
8,29.94,8.766667,20178.620,366236.100,6536476.510,216680591.720,0.140500
8,30.15,10.03333,22810.310,423295.110,8009581.240,284716881.920,0.141020
8,30.14,11.28333,23310.710,431533.830,9841750.440,334114310.100,0.140109
8,29.9,12.55,25171.550,532399.540,12904263.670,390592100.150,0.139154
8,29.52,13.8,26079.920,619322.000,16061319.130,480835458.650,0.139537
8,28.89,15.06667,28617.900,657391.470,18552818.370,629665745.420,0.139822
8,28.53,16.31667,28957.460,730038.890,22977410.080,861642150.120,0.138615
8,28.31,17.58333,31107.960,806141.990,25018213.340,962521013.490,0.138018
8,28.14,18.83333,32159.310,883160.900,31193449.980,1216229018.200,0.138053
8,28.28,20.1,33466.900,868329.850,30117284.140,1226398124.510,0.136687
8,28.24,21.35,36750.970,933234.340,34846032.400,1403123313.320,0.136712
8,27.98,22.61667,40515.880,1052660.760,43069500.730,1673754189.190,0.136035
8,28.06,23.88333,51721.360,1010305.070,41609670.250,1864161851.240,0.135366
8,27.52,25.13333,46593.320,1313487.410,44900981.110,1947779203.090,0.133351
8,27.21,26.4,62824.820,1145524.180,46390558.360,2263154249.150,0.132629
8,26.7,27.65,59766.600,1356565.000,56354011.020,2739682112.660,0.133202
8,26.43,28.91667,76226.180,1446606.020,55783735.300,2847644504.600,0.132406
8,26.43,30.18333,83554.190,1687385.330,56853170.510,3073055938.060,0.130342
8,26.1,31.43333,86898.710,1537466.300,65246110.880,3120119823.590,0.130294
8,26.02,32.7,85379.310,1703420.560,63127831.720,3491002351.520,0.130254
8,25.87,33.96667,97072.330,1874544.000,68897599.850,3499880269.740,0.129610
8,25.55,35.21667,104356.810,1959977.500,77804816.210,3676737837.430,0.128346
8,25.13,36.48333,106466.180,1954330.200,81127529.840,4268304561.400,0.126421
8,24.58,37.73333,114110.360,1844536.790,78137321.050,4270692090.240,0.127013
8,24.53,39,115624.360,2254892.730,81418333.840,4253500962.290,0.125695
8,24.38,40.26667,143557.740,2462820.420,80899373.170,5131891661.230,0.126330
8,24.29,41.53333,144866.310,2441518.140,94459582.980,5080612046.580,0.125753
8,24.1,42.78333,160443.780,2526395.460,97221783.040,4997031772.690,0.124601
8,24.24,44.05,160565.540,2728135.170,88199024.520,5138575434.920,0.124131
8,23.87,45.31667,151460.250,2679758.850,94214441.770,4745245179.380,0.123684
8,23.65,46.58333,167371.660,2364826.050,96459972.180,5680203745.280,0.123841
8,23.23,47.83333,202670.160,2437493.990,98828093.440,5553717382.310,0.121517
8,22.74,49.1,212122.750,2660377.630,97266026.160,5429278769.990,0.122208
8,22.66,50.36667,201510.550,2893245.800,108492072.420,5874654604.460,0.121067
8,22.43,51.63333,220638.160,2834252.360,106701293.260,5725248090.640,0.121166
8,22.07,52.9,218912.720,3231321.120,118443158.170,6182484666.120,0.120644
8,22,54.16667,238938.800,3326289.490,111838484.600,6330196666.350,0.121351
8,21.98,55.43333,247612.030,2924009.080,109307338.200,6460417121.490,0.120912
8,22.18,56.68333,255487.040,3149150.940,130331918.860,7221440810.550,0.120560
8,22.02,57.95,250590.040,3206611.810,117472313.750,6992169144.650,0.118457
8,22.09,59.23333,244779.380,3603184.130,118963144.620,6408267016.180,0.118170
8,21.64,60.51667,278229.740,3318255.830,125594628.170,6838286832.740,0.118455
8,21.46,61.78333,286148.750,3381963.370,127409538.400,6591426772.460,0.116940
8,20.94,63.06667,294687.520,3275228.950,134717016.940,7407794777.720,0.117144
8,20.48,64.36667,304002.780,3921854.040,137380404.250,7194862297.040,0.117853
8,20.27,65.65,313414.450,4218322.370,145526645.750,7338565538.280,0.117371
8,20.2,66.95,338045.020,4125667.010,148221824.130,6725729113.510,0.116920
8,20.03,68.23333,284255.780,4218922.730,145161763.980,7598237577.570,0.116500
8,20.18,69.53333,307783.800,3687462.730,135983391.610,8094236001.710,0.114974
9,29.99,5,22714.720,191656.820,2138712.160,194545517.450,0.140980
9,28.98,6.25,21967.020,242274.010,3411022.300,212947440.080,0.141601
9,28.26,7.516667,20164.470,315553.650,5108332.290,258732814.860,0.140737
9,27.38,8.766667,24155.370,399342.870,8248670.310,369148290.830,0.140464
9,26.75,10.03333,22722.240,547036.240,12298304.910,483045993.590,0.140015
9,26.08,11.28333,25320.350,598160.020,18094838.750,683177151.540,0.139350
9,25.78,12.55,27503.780,746256.590,23516206.730,987873259.850,0.137741
9,25.56,13.8,32173.600,777339.100,28882792.200,1290542023.640,0.136643
9,25.09,15.06667,34994.820,986970.910,37131970.080,1728463563.440,0.135359
9,24.67,16.31667,38535.520,1170619.400,42600286.810,2166776289.860,0.135297
9,24.44,17.58333,47461.240,1309791.450,51648187.200,2551794720.200,0.132467
9,24.55,18.83333,60775.450,1373663.270,62915705.180,2882977706.980,0.132392
9,24.38,20.1,70208.010,1494673.200,66811397.850,3360421449.330,0.131093
9,23.94,21.35,72903.980,1695246.170,67060233.610,3840216078.250,0.130509
9,23.98,22.61667,78369.650,1732437.670,78113363.510,4319115208.840,0.128708
9,23.88,23.88333,87528.430,1840441.600,76480952.380,4506761589.190,0.127700
9,23.94,25.13333,111694.140,2131306.100,80249562.210,4634200145.330,0.126205
9,23.57,26.4,105491.850,2031700.430,80247531.000,4580352987.540,0.126037
9,23.66,27.65,108263.000,2225353.500,97729432.600,5238759360.490,0.125324
9,23.46,28.91667,135903.090,2201681.850,100907354.520,5435899913.500,0.124682
9,23.57,30.18333,124417.560,2162582.110,103717476.160,5772762804.590,0.124738
9,23.3,31.43333,146753.160,2229210.280,94445703.260,5261049360.770,0.122999
9,22.39,32.7,163892.820,2433563.390,109322366.160,5605222120.750,0.123618
9,22.11,33.96667,157699.270,2280299.930,104419718.530,5980921080.020,0.121717
9,21.75,35.21667,175906.260,2635098.360,107591891.090,6365355105.960,0.121655
9,21.16,36.48333,186270.540,2472298.920,106595624.370,6586413603.880,0.120334
9,20.93,37.73333,196630.070,3003376.220,123634933.900,6408625041.300,0.118430
9,20.73,39,217321.580,2821717.760,122473212.040,6603318421.460,0.119549
9,20.57,40.26667,217079.240,3074187.540,111163321.560,7203188244.730,0.117741
9,20.74,41.53333,249215.270,3005517.670,113560499.910,6935707505.010,0.117810
9,20.63,42.78333,247186.780,3079515.630,125669517.150,7283821046.100,0.116191
9,19.96,44.05,244895.550,3665993.930,128249586.250,6990888331.630,0.115685
9,19.27,45.31667,267966.310,3445806.210,131421465.800,7624187660.030,0.116230
9,18.32,46.58333,253138.800,3588213.330,140808694.630,7620634896.340,0.116612
9,17.66,47.83333,278312.630,3378858.460,151223198.920,8367778859.720,0.115712
9,17.23,49.1,290505.310,3929307.630,144906628.520,8655700586.970,0.113068
9,17.17,50.36667,272111.900,3886724.950,143456247.990,8400250795.440,0.111655
9,16.56,51.63333,314079.980,4036374.870,153841305.110,8907150464.420,0.111956
9,16.44,52.9,325524.970,4617634.880,164321756.340,8864512164.790,0.111738
9,16.22,54.16667,336575.740,4988768.960,168304266.870,9069858292.550,0.111027
9,16.04,55.43333,382066.210,5131909.220,178676857.850,10121808716.330,0.109266
9,15.59,56.68333,357868.930,5271576.330,162196379.330,9740721035.930,0.109720
9,15.77,57.95,367987.690,5151912.170,178986808.210,9317089835.170,0.108603
9,15.52,59.23333,339968.870,5511072.170,181936213.870,9763175165.190,0.107010
9,15.28,60.51667,387412.950,4857103.500,163518819.280,10522294898.130,0.107587
9,15.21,61.78333,416457.560,4686433.950,173086397.660,10353148389.030,0.106594
